FMID,MarketName,Website,Facebook,Facebook_Link,Twitter,Twitter_Link,Youtube,Youtube_Link,OtherMedia,OtherMedia_Link,street,street_valid,city,city_valid,County,County_valid,State,zip,zip_valid,full_address,Season1Date,Season1StartDate,Season1EndDate,Season1Time,Season2Date,Season2StartDate,Season2EndDate,Season2Time,Season3Date,Season3StartDate,Season3EndDate,Season3Time,Season4Date,Season4StartDate,Season4EndDate,Season4Time,longitude,latitude,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Organic_valid,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1011917,Big Horn Basin Farmers Market Powell,http://basinmarket.com,https://www.facebook.com/BigHornBasinFarmerMarket/,https://www.facebook.com/BigHornBasinFarmerMarket/,,,,,,,351 West 2nd Street ,,Powell,Powell,Park,Park,Wyoming,82435,82435,,06/13/2016 to 10/24/2016,2016-06-13T00:00:00Z,2016-10-24T00:00:00Z,Mon: 4:30 PM-6:30 PM;,,,,,,,,,,,,,-108.7626956,44.754203100000005,,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2016-05-03T15:39:55Z
1005765,Big Ivy Tailgate Market,,,,,,,,,,540 Dillingham Rd,540 Dillingham Rd,Barnardsville,Barnardsville,Buncombe,Buncombe,North Carolina,28709,28709,"540 Dillingham Rd, Barnardsville, North Carolina 28709",,,,,,,,,,,,,,,,,-82.4319,35.7599,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1007345,Big Rapids Farmers' Market,,,,,,,,,,310 North Fourth Ave.,310 North Fourth,Big Rapids,Big Rapids,Mecosta,Mecosta,Michigan,49307,49307,"310 North Fourth, Big Rapids, Michigan 49307",,,,,,,,,,,,,,,,,-85.4752,43.7046,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1000700,Big Red Barn Farmers Market,http://www.bigredbarnfarmersmarket.blogspot.com,https://www.facebook.com/BRBFarmersMarket,https://www.facebook.com/BRBFarmersMarket,,,,,,,605 Morgan Street,605 Morgan Street,Davenport,Davenport,Lincoln,Lincoln,Washington,99122,99122,"605 Morgan Street, Davenport, Washington 99122",06/21/2013 to 10/11/2013,2013-06-21T00:00:00Z,2013-10-11T00:00:00Z,Fri: 3:00 PM-7:00 PM;,,,,,,,,,,,,,-118.15001799999999,47.653904,Local government building grounds,Y,Y,N,Y,N,-,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2013-06-10T19:14:07Z
1005730,Big Sky Farmers Market,http://www.bigskytowncenter.com,,,,,,,,,Lone Peak Drive and Ousel Falls Rd.,,Big Sky,Big Sky,Gallatin,Gallatin,Montana,59716,59716,,July to September,,,Wed:5:00 PM - 8:00 PM;,,,,,,,,,,,,,-111.3103,45.2598,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,2012-05-19T13:49:57Z
1006345,Big Stone Gap Farmers Market,http://www.appfma.org/markets/big-stone-gap,https://www.facebook.com/bsgfarmersmarket,https://www.facebook.com/bsgfarmersmarket,,,,,,,460 Shawnee Avenue,460 Shawnee Avenue,Big Stone Gap,Big Stone Gap,Wise,Wise,Virginia,24219,24219,"460 Shawnee Avenue, Big Stone Gap, Virginia 24219",05/04/2013 to 10/05/2013,2013-05-04T00:00:00Z,2013-10-05T00:00:00Z,Sun: 9:30 AM-0:00 AM;,,,,,,,,,,,,,-82.7752448,36.868181299999996,Local government building grounds,Y,N,N,Y,Y,-,,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,2013-06-13T08:23:32Z
1001879,Big Timber Farmers Market,,,,,,,,,,Corner of Anderson St. & 2nd Ave,,Big Timber,Big Timber,Sweet Grass,Sweet Grass,Montana,59011,59011,,,,,,,,,,,,,,,,,,-109.956,45.8351,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1008121,Bigfork Farmers' Market Cooperative,http://www.bigforkfarmersmarket.com,https://www.facebook.com/BigforkFarmersMarket,https://www.facebook.com/BigforkFarmersMarket,,,,,,,Masonic Temple 8098 MT Hwy 35,,Bigfork ,Bigfork,Flathead,Flathead,Montana,59911,59911,,06/07/2014 to 10/11/2014,2014-06-07T00:00:00Z,2014-10-11T00:00:00Z,Sat: 10:00 AM-1:00 PM;,,,,,,,,,,,,,-114.079439,48.0736,Private business parking lot,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,2014-03-31T23:18:57Z
1009854,Bigfork Farmers' Market Cooperative,http://www.bigforkfarmersmarket.com,,,,,,,,,8098 Hwy 35,,Bigfork ,Bigfork,Flathead,Flathead,Montana,59911,59911,,06/04/2014 to 10/15/2014,2014-06-04T00:00:00Z,2014-10-15T00:00:00Z,Wed: 3:00 PM-6:00 PM;Sat: 10:00 AM-1:00 PM;,,,,,,,,,,,,,-114.08025,48.073931,,Y,Y,Y,N,N,-,,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-06-28T21:36:22Z
1008122,Billerica Farmers Market,http://www.billericafarmersmarket.org,https://www.facebook.com/groups/107405076015086/,https://www.facebook.com/groups/107405076015086/,,,,,Weekly Newsletter/Constant Contact,,25 Concord Road,25 Concord Road,Billerica,Billerica,Middlesex,Middlesex,Massachusetts,01821,01821,"25 Concord Road, Billerica, Massachusetts 01821",06/20/2016 to 10/03/2016,2016-06-20T00:00:00Z,2016-10-03T00:00:00Z,Mon: 3:00 PM-7:00 PM;,,,,,,,,,,,,,-71.270134,42.557513,,Y,Y,N,Y,Y,-,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,2016-07-07T16:29:13Z
1018044,Birch Run Farmers' Market,http://www.organicworldspicemarket.com/new-events/,https://www.facebook.com/birchrunfarmersmarket/,https://www.facebook.com/birchrunfarmersmarket/,,,,,,,12245 S. Beyer Rd. A110,12245 S. Beyer,Birch Run,Birch Run,Saginaw,Saginaw,Michigan,48415,48415,"12245 S. Beyer, Birch Run, Michigan 48415",05/28/2017 to 09/03/2017,2017-05-28T00:00:00Z,2017-09-03T00:00:00Z,Sun: 12:00 PM-4:00 PM;,,,,,,,,,,,,,-83.777762,43.247801,,Y,N,N,N,N,-,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,2017-06-02T15:45:09Z
1000443,Bird-in-Hand Farmers Market,http://www.BirdInHandFarmersMarket.com,https://www.facebook.com/pages/Bird-in-hand-Farmers-Market/181812508520469,https://www.facebook.com/pages/Bird-in-hand-Farmers-Market/181812508520469,,,,,,,2710 Old Philadelphia Pike,2710 Old Philadelphia,Bird-in-Hand,,Lancaster,Lancaster,Pennsylvania,17505,17505,,,,,,,,,,,,,,,,,,-76.0308,40.1067,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1010217,Birmingham Farmers Market,http://www.birminghamfarmersmarket.org,https://www.facebook.com/BIRMINGHAMFARMERSMARKET,https://www.facebook.com/BIRMINGHAMFARMERSMARKET,https://twitter.com/BhamFarmMkt,https://twitter.com/BhamFarmMkt,,,Instagram: BhamFarmMkt,,660 North Old Woodward Avenue,660 North Old,Birmingham ,Birmingham,Oakland,Oakland,Michigan,48009,48009,"660 North Old, Birmingham, Michigan 48009",05/01/2016 to 10/23/2016,2016-05-01T00:00:00Z,2016-10-23T00:00:00Z,Sun: 9:00 AM-2:00 PM;,,,,,,,,,,,,,-83.217619,42.55157,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,2016-06-29T10:32:50Z
1005217,Bisbee Farmers Market,http://www.bisbeefarmersmarket.org,https://www.facebook.com/pages/Bisbee-Farmers-Market/177022835686159,https://www.facebook.com/pages/Bisbee-Farmers-Market/177022835686159,,,,,,,Vista Park,,Bisbee,Bisbee,Cochise,Cochise,Arizona,85603,85603,,01/01/2014 to 12/31/2014,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-109.878248,31.407193,Local government building grounds,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,2014-05-12T15:09:09Z
1011692,Biscuits and Jam Farmers' Market,,,,,,,,,,Bankhead St and Main St,,New Albany,New Albany,Union,Union,Mississippi,38652,38652,,06/04/2016 to 08/27/2016,2016-06-04T00:00:00Z,2016-08-27T00:00:00Z,Sat: 7:30 AM-10:30 PM;,,,,,,,,,,,,,-89.010823,34.494815,,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,2015-09-17T22:42:14Z
1011854,Bishop Farmers' Market - Eastern Sierra Certified Farmers Market,,Bishop Farmers' Market,,,,,,,,200 Church Street,200 Church Street,Bishop,Bishop,Inyo,Inyo,California,93514,93514,"200 Church Street, Bishop, California 93514",06/25/2016 to 10/29/2016,2016-06-25T00:00:00Z,2016-10-29T00:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,,,,,,,-118.39743,37.362109000000004,,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,2016-04-01T14:09:05Z
1003485,Bishop Market,,,,,,,,,,377 W Line St,377 W Line,Bishop,Bishop,Inyo,Inyo,California,,,,,,,,,,,,,,,,,,,,-118.398,37.3615,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1011037,BisMarket,http://www.bismarket.com,www.facebook.com/bismarketnd,www.facebook.com/bismarketnd,,,,,,,,,Bismarck,Bismarck,Burleigh,Burleigh,North Dakota,58501,58501,,06/06/2015 to 10/31/2015,2015-06-06T00:00:00Z,2015-10-31T00:00:00Z,Tue: 4:00 PM-7:00 PM;Sat: 10:00 AM-1:00 PM;,,,,,,,,,,,,,-100.808648,46.802512,,Y,N,N,N,Y,-,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,2015-04-15T13:01:47Z
1003953,Bitner Vineyards Farmers Market,http://www.bitnervineyards.com,,,,,,,,,"Bitner Vineyards, 16645 Plum Rd.",,Caldwell,Caldwell,Canyon,Canyon,Idaho,83607,83607,,,,,,,,,,,,,,,,,,-116.815,43.6107,Closed-off public street,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-12T19:11:19Z
1003954,Bitterroot Valley Growers Market,,,,,,,,,,281 Rodeo Drive,281 Rodeo Drive,Florence,Florence,Ravalli,Ravalli,Montana,59833,59833,"281 Rodeo Drive, Florence, Montana 59833",June to October,,,Sat:9:00 AM - 1:00 PM;,,,,,,,,,,,,,-114.07621599999999,46.631315,Private business parking lot,N,N,N,Y,N,-,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,2012-06-05T20:29:01Z
1009738,Bixler's Farmers Market (Ripley's farmers Market),,,,,,,,,,7389 Clifton Ave,7389 Clifton Ave,Russellville,Russellville,Brown,Brown,Ohio,45168,45168,"7389 Clifton Ave, Russellville, Ohio 45168",05/10/2014 to 12/01/2014,2014-05-10T00:00:00Z,2014-12-01T00:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,,,,,,,-83.799939,38.852215,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,Y,-,,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,2014-04-04T01:18:44Z
1001781,Black EagleFarmers' Market,,,,,,,,,,2101 Montana Ave.,2101 Montana Ave,Black Eagle,Black Eagle,Cascade,Cascade,Montana,59414,59414,"2101 Montana Ave, Black Eagle, Montana 59414",June to October,,,Sat:9:00 AM - 3:00 PM;,,,,,,,,,,,,,-111.2743,47.52653,Other,N,N,N,N,Y,-,,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2012-05-01T16:37:31Z
1003939,Black Forest Farmers Market,,,,,,,,,,11480 Forest Rd.,11480 Forest Rd,Black Forest,Black Forest,,,Colorado,,,,,,,,,,,,,,,,,,,,-104.70100000000001,38.9977,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1000730,Black Hills Farmers Market Inc.,http://www.BlackHillsFarmersMarket.org,https://www.facebook/BlackHillsFarmersMarket,,,,,,,,1520 West Omaha Street,1520 West Omaha,Rapid City,Rapid City,Pennington,Pennington,South Dakota,57701,57701,"1520 West Omaha, Rapid City, South Dakota 57701",05/16/2015 to 10/31/2015,2015-05-16T00:00:00Z,2015-10-31T00:00:00Z,Tue: 9:00 AM-3:00 PM;Thu: 9:00 AM-3:00 PM;Sat: 9:00 AM-3:00 PM;,,,,,,,,,,,,,-103.244279,44.084724,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,2015-03-19T23:32:49Z
1003085,Black Mountain Tailgate Market,http://www.blackmountaintailgatemarket.org,https://www.facebook.com/BMTMarket,https://www.facebook.com/BMTMarket,,,,,,,130 Montreat Road,130 Montreat Road,Black Mountain,Black Mountain,Buncombe,Buncombe,North Carolina,28711,28711,"130 Montreat Road, Black Mountain, North Carolina 28711",05/04/2013 to 10/26/2013,2013-05-04T00:00:00Z,2013-10-26T00:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,,,,,,,-82.3217446,35.6208614,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-17T11:30:06Z
1010440,Black River Falls Community Farmers' Market,http://www.scholzeace.com/farmersmarket,blackriverfallscommunityfarmersmarket,,,,,,,,133 County Road A,133 County Road,Black River Falls ,Black River Falls,Jackson,Jackson,Wisconsin,54615,54615,"133 County Road, Black River Falls, Wisconsin 54615",05/24/2014 to 10/25/2014,2014-05-24T00:00:00Z,2014-10-25T00:00:00Z,Tue: 2:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-90.84648100000001,44.305681,Private business parking lot,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-08-06T08:40:32Z
1010442,Black River Falls Downtown Farmer's Market,,,,,,,,,,3rd Street between Main and Filmore,,Black River Falls ,Black River Falls,Jackson,Jackson,Wisconsin,54615,54615,,06/05/2014 to 09/25/2014,2014-06-05T00:00:00Z,2014-09-25T00:00:00Z,Thu: 4:00 PM-6:00 PM;,,,,,,,,,,,,,-90.850406,44.294552,Closed-off public street,N,Y,N,N,N,-,,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,2014-08-06T09:01:35Z
1002126,Black River Landing Farmers Market,http://www.lorainportauthority.com,,,,,,,,,421  Black River Lane,,Lorain,Lorain,Lorain,Lorain,Ohio,44052,44052,,,,,,,,,,,,,,,,,,-82.1757,41.4688,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-19T07:36:00Z
1012660,Black Seed Farmers Market,http://www.blackseedfarmersmarket.com,www.facebook.com/blackseedfarmersmarket,www.facebook.com/blackseedfarmersmarket,,,,,,,248 East Mountain St.,248 East Mountain,Worcester,Worcester,Worcester,Worcester,Massachusetts,01606,01606,"248 East Mountain, Worcester, Massachusetts 01606",,,,Sun: 10:00 AM-2:00 PM;,,,,,,,,,,,,,-71.77389029999999,42.3154222,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,2016-07-15T15:22:25Z
1000254,Blacksburg Farmers Market,http://www.blacksburgfarmersmarket.com,https://www.facebook.com/blacksburgfarmersmarket,https://www.facebook.com/blacksburgfarmersmarket,,,,,,,"108 W Roanoke St, Suite 101",108 W Roanoke,Blacksburg,Blacksburg,Montgomery,Montgomery,Virginia,24060,24060,"108 W Roanoke, Blacksburg, Virginia 24060",,,,Wed: 2:00 PM-7:00 PM;Sat: 8:00 AM-2:00 PM;,11/01/2014 to 12/31/2014,2014-11-01T00:00:00Z,2014-12-31T00:00:00Z,Wed: 2:00 PM-6:00 PM;Sat: 9:00 AM-2:00 PM;,01/01/2015 to 03/28/2015,2015-01-01T00:00:00Z,2015-03-28T00:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,-80.414503,37.229248,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,2015-03-19T11:19:02Z
1003393,Blackwell Farmer's Market,,,,,,,,,,800 S. Main Street,800 S. Main,Blackwell,Blackwell,Kay,Kay,Oklahoma,74631,74631,"800 S. Main, Blackwell, Oklahoma 74631",May to October,,,Sat:7:30 AM - 11:30 AM;,,,,,,,,,,,,,-97.28256,36.79557,Local government building grounds,N,N,N,N,N,-,,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2012-04-26T18:29:07Z
1009274,Blackwood Farmers' Market,http://www.blackwoodfarmersmarket.webs.com/,https://www.facebook.com/pages/Blackwood-Farmers-Market/150288411734197,https://www.facebook.com/pages/Blackwood-Farmers-Market/150288411734197,,,,,,,15 S Black Horse Pike-next to The Studio at Mainstage Center for the Arts,15 S Black,Blackwood,Blackwood,,,New Jersey,08012,08012,"15 S Black, Blackwood, New Jersey 08012",,,,,,,,,,,,,,,,,-75.0661,39.8015,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T01:00:00Z
1001268,Bladen County Farmers Market,,,,,,,,,,Highway 701 South,,Elizabethtown,Elizabethtown,Bladen,Bladen,North Carolina,28337,28337,,,,,,,,,,,,,,,,,,-78.7351,34.4178,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1001916,Blair Farmers Market,,,,,,,,,,103 South 12th Street,,Blair,Blair,Washington,Washington,Nebraska,68008,68008,,,,,,,,,,,,,,,,,,-96.1296,41.5437,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1012163,Blairstown Farmers' Market,http://BlairstownFarmersMarket.com,https://www.facebook.com/foodshedalliance/,https://www.facebook.com/foodshedalliance/,https://twitter.com/FoodshedNJ,https://twitter.com/FoodshedNJ,,,,,5 Stillwater Road,5 Stillwater Road,Blairstown,Blairstown,Warren,Warren,New Jersey,07825,07825,"5 Stillwater Road, Blairstown, New Jersey 07825",,,,Sat: 10:00 AM-2:00 PM;,,,,,,,,,,,,,-74.955689,40.982893,,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,2016-07-01T08:56:46Z
1001851,Blanchard Farmers' Market,,https://www.facebook.com/pages/Blanchard-Farmers-Market/124896884245689,https://www.facebook.com/pages/Blanchard-Farmers-Market/124896884245689,,,,,,,"Hwy 62, west of Main St.",,Blanchard,Blanchard,McClain,McClain,Oklahoma,73010,73010,,May to September,,,Sat:7:30 AM - 11:30 AM;,,,,,,,,,,,,,-97.659273,35.137966999999996,Private business parking lot,N,Y,N,N,N,-,,N,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,2012-05-07T10:44:38Z
1002609,Bland County Farmers Market,http://www.bland.org,https://www.facebook.com/pages/Bland-County-Farmers-Market/105110259527804,https://www.facebook.com/pages/Bland-County-Farmers-Market/105110259527804,,,,,,,591 Main Street,591 Main Street,Bland,Bland,Bland,Bland,Virginia,24315,24315,"591 Main Street, Bland, Virginia 24315",06/01/2014 to 10/25/2014,2014-06-01T00:00:00Z,2014-10-25T00:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,,,,,,,-81.11507399999999,37.100871000000005,Local government building grounds,N,N,N,N,N,-,,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,2014-05-12T13:29:09Z
1010004,Blasdell Farmers' Market,http://www.hamburg-chamber.org/visit/farmers_market_history.aspx,https://www.facebook.com/The Blasdell Farmers' Market,https://www.facebook.com/The Blasdell Farmers' Market,,,,,,,3785 South Park Avenue,3785 South Park,Blasdell,Blasdell,Erie,Erie,New York,14219,14219,"3785 South Park, Blasdell, New York 14219",06/04/2014 to 10/22/2014,2014-06-04T00:00:00Z,2014-10-22T00:00:00Z,Wed: 9:00 AM-2:00 PM;,,,,,,,,,,,,,-78.82420400000001,42.795179,Private business parking lot,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,2014-04-22T14:51:39Z
1009512,Blendon Township Farmers Market,http://www.localharvest.org/blendon-township-farmers-market-M35245,,,,,,,,,6350 S Hempstead Road,6350 S Hempstead,Westerville,Westerville,,,Ohio,43081,43081,"6350 S Hempstead, Westerville, Ohio 43081",,,,,,,,,,,,,,,,,-82.904,40.0968,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T01:00:00Z
1011911,Bliss Farmer's Market,,,,,,,,,,Corner of Sturgeon Bay Rd. & Pleasantview Rd.,,Bliss,Bliss,Emmet,Emmet,Michigan,49718,49718,,06/04/2016 to 10/29/2016,2016-06-04T00:00:00Z,2016-10-29T00:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,,,,,,,-84.883123,45.681307000000004,,Y,Y,N,Y,N,-,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,2016-04-29T12:46:37Z
1000964,Block Island Farmers Market,http://blockislandfarmersmarket.com/,,,,,,,,,26 West Side Rd - Legion Park,26 West Side,Block Island,Block Island,Washington,Washington,Rhode Island,02807,02807,"26 West Side, Block Island, Rhode Island 02807",06/04/2016 to 10/15/2016,2016-06-04T00:00:00Z,2016-10-15T00:00:00Z,Sat: 9:00 AM-11:30 AM;,06/01/2016 to 10/12/2016,2016-06-01T00:00:00Z,2016-10-12T00:00:00Z,Wed: 9:00 AM-11:30 PM;,,,,,,,,,-71.579351,41.179863,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-29T11:50:55Z
1017936,Bloomfield Community Farmers' Market,https://sites.google.com/view/bloomfieldfarmkt/home,https://www.facebook.com/Bloomfield.community.farmers.market/?fref=ts,https://www.facebook.com/Bloomfield.community.farmers.market/?fref=ts,,,,,,,Greene County Courthouse Square,,Bloomfield,Bloomfield,Greene,Greene,Indiana,47424,47424,,05/23/2017 to 09/29/2017,2017-05-23T00:00:00Z,2017-09-29T00:00:00Z,Tue: 5:00 PM-7:00 PM;,,,,,,,,,,,,,-86.937933,39.0262269,,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2017-04-25T11:41:27Z
1007473,Bloomfield Farmers Market,,,,,,,,,,"Bloomfield Town Hall, 800 Bloomfield Avenue",,Bloomfield,Bloomfield,Hartford,Hartford,Connecticut,,,,,,,,,,,,,,,,,,,,-72.737,41.8299,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1005232,Bloomfield Farmers' Market,,,,,,,,,,704 S. Prairie St,704 S. Prairie,Bloomfield,Bloomfield,Stoddard,Stoddard,Missouri,63825,63825,"704 S. Prairie, Bloomfield, Missouri 63825",May to October,,,Thu:4:00 PM - 6:00 PM;,,,,,,,,,,,,,-89.9298107,36.880682,,N,N,N,N,N,-,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2012-06-05T11:51:52Z
1011829,Bloomfield Saturday Market,http://www.bloomfieldnow.org,https://www.facebook.com/bloomfieldmarket/,https://www.facebook.com/bloomfieldmarket/,twitter.com/bloomfieldmrkt,twitter.com/bloomfieldmrkt,,,instagram.com/bloomfieldpgh,instagram.com/bloomfieldpgh,5050 Liberty Ave,5050 Liberty Ave,Pittsburgh,Pittsburgh,Allegheny,Allegheny,Pennsylvania,15224,15224,"5050 Liberty Ave, Pittsburgh, Pennsylvania 15224",06/04/2016 to 11/05/2016,2016-06-04T00:00:00Z,2016-11-05T00:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-79.944435,40.459005,,Y,N,N,Y,Y,-,,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,2016-03-25T13:55:13Z
1001125,Blooming Prairie Farmers Market,,,,,,,,,,210 4th St NE,,Blooming Prairie,Blooming Prairie,Steele,Steele,Minnesota,55917,55917,,May to October,,,Fri:4:00 pm - 6:00 pm;,,,,,,,,,,,,,-93.0535,43.8717,Private business parking lot,N,N,N,N,N,-,,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2011-04-05T16:45:20Z
